study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,testmouse.started,test.stopped,trials_2.textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
book,10,10,0,2.01,0.0821732000913471,,,,,,,,,,,,0,10,10,0,,,,,2.7319605000084266,,2.7196352999890223,2.7319605000084266,2.7319605000084266,2.8192382000852376,2.01,0.0821732000913471,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Chart,11,11,0,2.01,0.11270139995031059,,,,,,,,,,,,0,11,11,6,,,,,2.848194800084457,,2.8231359000783414,2.848194800084457,2.848194800084457,2.949410400004126,2.01,0.11270139995031059,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Case,12,12,0,2.01,0.10138050001114607,,,,,,,,,,,,0,12,12,10,,,,,2.9651618000352755,,2.9521086000604555,2.9651618000352755,2.9651618000352755,3.084802200086415,2.01,0.10138050001114607,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Laptop,13,13,0,2.01,0.09417299996130168,,,,,,,,,,,,0,13,13,5,,,,,3.114020899985917,,3.091940200072713,3.114020899985917,3.114020899985917,3.198691300000064,2.01,0.09417299996130168,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
T-shirt,14,14,0,2.01,0.10094969999045134,,,,,,,,,,,,0,14,14,7,,,,,3.2147742999950424,,3.2046766000567004,3.2147742999950424,3.2147742999950424,3.3330407000612468,2.01,0.10094969999045134,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Chart,15,0,1,2.01,0.09850640001241118,,,,,,,,,,,,1,0,15,6,,,,,3.348352100001648,,3.3367841000435874,3.348352100001648,3.348352100001648,3.4495265000732616,2.01,0.09850640001241118,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Laptop,16,1,1,2.01,0.10085119993891567,,,,,,,,,,,,1,1,16,5,,,,,3.464341500075534,,3.453381000086665,3.464341500075534,3.464341500075534,3.5829297000309452,2.01,0.10085119993891567,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Case,17,2,1,2.01,0.09795660001691431,,,,,,,,,,,,1,2,17,10,,,,,3.6139202000340447,,3.587269000010565,3.6139202000340447,3.6139202000340447,3.699216900044121,2.01,0.09795660001691431,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
cushion,18,3,1,2.01,0.1005812999792397,,,,,,,,,,,,1,3,18,1,,,,,3.714978300035,,3.7022620000643656,3.714978300035,3.714978300035,3.832672100048512,2.01,0.1005812999792397,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
mouse,19,4,1,2.01,0.21653460001107305,,,,,,,,,,,,1,4,19,8,,,,,3.848686399986036,,3.8360145000042394,3.848686399986036,3.848686399986036,4.067736000055447,2.01,0.21653460001107305,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
phone,20,5,1,2.01,0.11682230001315475,,,,,,,,,,,,1,5,20,2,,,,,4.082297199987806,,4.071180800092407,4.082297199987806,4.082297199987806,4.215539900003932,2.01,0.11682230001315475,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
marble,21,6,1,2.01,0.08217589999549091,,,,,,,,,,,,1,6,21,3,,,,,4.24710000003688,,4.219489200040698,4.24710000003688,4.24710000003688,4.317144800093956,2.01,0.08217589999549091,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Cruise,22,7,1,2.01,0.11526910006068647,,,,,,,,,,,,1,7,22,11,,,,,4.331234800047241,,4.32071880006697,4.331234800047241,4.331234800047241,4.450350200058892,2.01,0.11526910006068647,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Keys,23,8,1,2.01,0.0984174000332132,,,,,,,,,,,,1,8,23,13,,,,,4.46574460004922,,4.453659199993126,4.46574460004922,4.46574460004922,4.5657293000258505,2.01,0.0984174000332132,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Police,24,9,1,2.01,0.11698339995928109,,,,,,,,,,,,1,9,24,12,,,,,4.581780000007711,,4.568222100031562,4.581780000007711,4.581780000007711,4.701062700012699,2.01,0.11698339995928109,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Poster,25,10,1,2.01,0.09676999994553626,,,,,,,,,,,,1,10,25,14,,,,,4.7153946000617,,4.7044866000069305,4.7153946000617,4.7153946000617,4.8164647000376135,2.01,0.09676999994553626,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Pastry,26,11,1,2.01,0.133278000052087,,,,,,,,,,,,1,11,26,9,,,,,4.831814600038342,,4.819531299988739,4.831814600038342,4.831814600038342,4.966549400007352,2.01,0.133278000052087,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
board,27,12,1,2.01,0.06723629997577518,,,,,,,,,,,,1,12,27,4,,,,,4.998000100022182,,4.970155999995768,4.998000100022182,4.998000100022182,5.0654688000213355,2.01,0.06723629997577518,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
book,28,13,1,2.01,0.10173460002988577,,,,,,,,,,,,1,13,28,0,,,,,5.082452100003138,,5.069662900059484,5.082452100003138,5.082452100003138,5.199428000021726,2.01,0.10173460002988577,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
T-shirt,29,14,1,2.01,0.09964480006601661,,,,,,,,,,,,1,14,29,7,,,,,5.230505399988033,,5.204043500008993,5.230505399988033,5.230505399988033,5.315812200075015,2.01,0.09964480006601661,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Cruise,30,0,2,2.01,0.1303162999683991,,,,,,,,,,,,2,0,30,11,,,,,5.331406200071797,,5.319144600071013,5.331406200071797,5.331406200071797,5.467245900072157,2.01,0.1303162999683991,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Pastry,31,1,2,2.01,0.08188720000907779,,,,,,,,,,,,2,1,31,9,,,,,5.4812827000860125,,5.470283900038339,5.4812827000860125,5.4812827000860125,5.582703000050969,2.01,0.08188720000907779,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Poster,32,2,2,2.01,0.0986654000589624,,,,,,,,,,,,2,2,32,14,,,,,5.613718900014646,,5.587021099985577,5.613718900014646,5.613718900014646,5.699240799993277,2.01,0.0986654000589624,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
mouse,33,3,2,2.01,0.10169270006008446,,,,,,,,,,,,2,3,33,8,,,,,5.71483250008896,,5.702823600033298,5.71483250008896,5.71483250008896,5.83401730004698,2.01,0.10169270006008446,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Police,34,4,2,2.01,0.09800659993197769,,,,,,,,,,,,2,4,34,12,,,,,5.8508795000379905,,5.837812700076029,5.8508795000379905,5.8508795000379905,5.949571600067429,2.01,0.09800659993197769,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
marble,35,5,2,2.01,0.09964699996635318,,,,,,,,,,,,2,5,35,3,,,,,5.9646446000551805,,5.95335680001881,5.9646446000551805,5.9646446000551805,6.066472900100052,2.01,0.09964699996635318,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
book,36,6,2,2.01,0.12929249997250736,,,,,,,,,,,,2,6,36,0,,,,,6.081456599989906,,6.069934000028297,6.081456599989906,6.081456599989906,6.216157800052315,2.01,0.12929249997250736,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Case,37,7,2,2.01,0.0864631999284029,,,,,,,,,,,,2,7,37,10,,,,,6.231018600054085,,6.219748500036076,6.231018600054085,6.231018600054085,6.332444200059399,2.01,0.0864631999284029,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Keys,38,8,2,2.01,0.0992459999397397,,,,,,,,,,,,2,8,38,13,,,,,6.34888529998716,,6.336716299992986,6.34888529998716,6.34888529998716,6.449810100020841,2.01,0.0992459999397397,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
cushion,39,9,2,2.01,0.10107109998352826,,,,,,,,,,,,2,9,39,1,,,,,6.465334000065923,,6.452801000094041,6.465334000065923,6.465334000065923,6.5823665000498295,2.01,0.10107109998352826,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Laptop,40,10,2,2.01,0.08242469991091639,,,,,,,,,,,,2,10,40,5,,,,,6.598746200092137,,6.586227699997835,6.598746200092137,6.598746200092137,6.682760900002904,2.01,0.08242469991091639,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
board,41,11,2,2.01,0.1173395001096651,,,,,,,,,,,,2,11,41,4,,,,,6.6981176000554115,,6.685582300066017,6.6981176000554115,6.6981176000554115,6.832249000086449,2.01,0.1173395001096651,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Chart,42,12,2,2.01,0.0866686999797821,,,,,,,,,,,,2,12,42,6,,,,,6.848387800040655,,6.836538000032306,6.848387800040655,6.848387800040655,6.948897500056773,2.01,0.0866686999797821,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
phone,43,13,2,2.005,0.10729050007648766,,,,,,,,,,,,2,13,43,2,,,,,6.971927500097081,,6.953933200100437,6.971927500097081,6.971927500097081,7.090608700062148,2.005,0.10729050007648766,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
T-shirt,44,14,2,2.005,0.08326910005416721,,,,,,,,,,,,2,14,44,7,,,,,7.1223988001002,,7.095095199998468,7.1223988001002,7.1223988001002,7.190809800056741,2.005,0.08326910005416721,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
Chart,45,0,3,2.005,0.10303620004560798,,,,,,,,,,,,3,0,45,6,,,,,7.206263000029139,,7.193534500082023,7.206263000029139,7.206263000029139,7.325200900086202,2.005,0.10303620004560798,,,,,,,,,,,,,,,Participant 02,001,2025-10-16_18h28.54.608,Word Priming Experiment,,2025.1.1,118.33213218187181,2025-10-16 18h29.14.005139 +0530,
