study_word,thisN,thisTrialN,thisRepN,slider.response,slider.rt,test_word,Reference,old_new,textbox.text,testmouse.x,testmouse.y,testmouse.leftButton,testmouse.midButton,testmouse.rightButton,testmouse.time,testmouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,text.started,slider.started,trial.stopped,trials.slider.response,trials.slider.rt,test.started,text_2.started,textbox.started,text_3.started,testmouse.started,test.stopped,trials_2.textbox.text,trials_2.testmouse.x,trials_2.testmouse.y,trials_2.testmouse.leftButton,trials_2.testmouse.midButton,trials_2.testmouse.rightButton,trials_2.testmouse.time,trials_2.testmouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
book,28,13,1,1.175,1.5505099000874907,,,,,,,,,,,,1,13,28,0,,,,,20.175445400062017,,20.159242100082338,20.175445400062017,20.175445400062017,21.72543200000655,1.175,1.5505099000874907,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Police,29,14,1,1.175,0.36188740003854036,,,,,,,,,,,,1,14,29,12,,,,,21.742399799986742,,21.727173499995843,21.742399799986742,21.742399799986742,22.10767300007865,1.175,0.36188740003854036,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Cruise,30,0,2,1.175,0.19229299994185567,,,,,,,,,,,,2,0,30,11,,,,,22.12538250000216,,22.109225500025786,22.12538250000216,22.12538250000216,22.32521220005583,1.175,0.19229299994185567,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Case,31,1,2,1.175,0.19972689996939152,,,,,,,,,,,,2,1,31,10,,,,,22.34229659999255,,22.326690100017004,22.34229659999255,22.34229659999255,22.54276760003995,1.175,0.19972689996939152,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
phone,32,2,2,1.175,0.15854109998326749,,,,,,,,,,,,2,2,32,2,,,,,22.558439400047064,,22.544294100021943,22.558439400047064,22.558439400047064,22.72448760003317,1.175,0.15854109998326749,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
T-shirt,33,3,2,1.175,0.21017409989144653,,,,,,,,,,,,2,3,33,7,,,,,22.74200850003399,,22.72608300007414,22.74200850003399,22.74200850003399,22.95765490003396,1.175,0.21017409989144653,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
book,34,4,2,1.175,0.4911979000316933,,,,,,,,,,,,2,4,34,0,,,,,22.97513500007335,,22.959259300027043,22.97513500007335,22.97513500007335,23.460417700000107,1.175,0.4911979000316933,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
board,35,5,2,1.175,0.40507029998116195,,,,,,,,,,,,2,5,35,4,,,,,23.47400899999775,,23.464317900012247,23.47400899999775,23.47400899999775,23.891133700031787,1.175,0.40507029998116195,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Poster,36,6,2,1.175,0.2076113000512123,,,,,,,,,,,,2,6,36,14,,,,,23.90891520003788,,23.893940799986012,23.90891520003788,23.90891520003788,24.110707900021225,1.175,0.2076113000512123,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
mouse,37,7,2,1.175,0.18957399995997548,,,,,,,,,,,,2,7,37,8,,,,,24.12451770005282,,24.113206100068055,24.12451770005282,24.12451770005282,24.324717000010423,1.175,0.18957399995997548,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Keys,38,8,2,1.175,0.19684200000483543,,,,,,,,,,,,2,8,38,13,,,,,24.341929399990477,,24.32614180003293,24.341929399990477,24.341929399990477,24.54214120004326,1.175,0.19684200000483543,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
marble,39,9,2,1.175,0.37060489994473755,,,,,,,,,,,,2,9,39,3,,,,,24.559220700059086,,24.546227400074713,24.559220700059086,24.559220700059086,24.94118610001169,1.175,0.37060489994473755,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Pastry,40,10,2,1.175,0.19157639995682985,,,,,,,,,,,,2,10,40,9,,,,,24.959547400008887,,24.942806800012477,24.959547400008887,24.959547400008887,25.157681100070477,1.175,0.19157639995682985,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Police,41,11,2,1.175,0.15799690003041178,,,,,,,,,,,,2,11,41,12,,,,,25.175249200081453,,25.15936900000088,25.175249200081453,25.175249200081453,25.326304099988192,1.175,0.15799690003041178,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Laptop,42,12,2,1.175,0.18325550004374236,,,,,,,,,,,,2,12,42,5,,,,,25.341345900087617,,25.32775360008236,25.341345900087617,25.341345900087617,25.527659500017762,1.175,0.18325550004374236,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
cushion,43,13,2,1.175,0.18629979994148016,,,,,,,,,,,,2,13,43,1,,,,,25.541484000044875,,25.529359200038016,25.541484000044875,25.541484000044875,25.741115000098944,1.175,0.18629979994148016,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Chart,44,14,2,1.175,0.18495809996966273,,,,,,,,,,,,2,14,44,6,,,,,25.75866930000484,,25.742714300053194,25.75866930000484,25.75866930000484,25.942857200047,1.175,0.18495809996966273,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Poster,45,0,3,1.175,0.18605080002453178,,,,,,,,,,,,3,0,45,14,,,,,25.957670700037852,,25.946233100024983,25.957670700037852,25.957670700037852,26.143265000078827,1.175,0.18605080002453178,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
marble,46,1,3,1.175,0.1735259999986738,,,,,,,,,,,,3,1,46,3,,,,,26.15827320003882,,26.14484490000177,26.15827320003882,26.15827320003882,26.327220100094564,1.175,0.1735259999986738,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Police,47,2,3,1.175,0.19389979995321482,,,,,,,,,,,,3,2,47,12,,,,,26.342014400055632,,26.330976700061,26.342014400055632,26.342014400055632,26.54308110009879,1.175,0.19389979995321482,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
mouse,48,3,3,1.175,0.13386949989944696,,,,,,,,,,,,3,3,48,8,,,,,26.558579600066878,,26.544574800063856,26.558579600066878,26.558579600066878,26.692223499994725,1.175,0.13386949989944696,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
book,49,4,3,2.815,0.6481495999032632,,,,,,,,,,,,3,4,49,0,,,,,26.708358900039457,,26.69368690007832,26.708358900039457,26.708358900039457,27.350497200037353,2.815,0.6481495999032632,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Cruise,50,5,3,2.8,0.3751553000183776,,,,,,,,,,,,3,5,50,11,,,,,27.358107200008817,,27.352073300047778,27.358107200008817,27.358107200008817,27.749788800021634,2.8,0.3751553000183776,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
T-shirt,51,6,3,2.8,0.16983660007826984,,,,,,,,,,,,3,6,51,7,,,,,27.768432400072925,,27.751297200098634,27.768432400072925,27.768432400072925,27.937015100033022,2.8,0.16983660007826984,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Keys,52,7,3,2.8,0.18146500003058463,,,,,,,,,,,,3,7,52,13,,,,,27.96598920004908,,27.941213999991305,27.96598920004908,27.96598920004908,28.13675870001316,2.8,0.18146500003058463,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
cushion,53,8,3,2.8,0.1956044000107795,,,,,,,,,,,,3,8,53,1,,,,,28.150132200098597,,28.14046290004626,28.150132200098597,28.150132200098597,28.354489600053057,2.8,0.1956044000107795,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
board,54,9,3,2.8,0.16427099995780736,,,,,,,,,,,,3,9,54,4,,,,,28.36691950005479,,28.356312100077048,28.36691950005479,28.36691950005479,28.53373140003532,2.8,0.16427099995780736,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Case,55,10,3,2.8,0.18487100000493228,,,,,,,,,,,,3,10,55,10,,,,,28.551086500054225,,28.535165400011465,28.551086500054225,28.551086500054225,28.733816600055434,2.8,0.18487100000493228,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Laptop,56,11,3,2.8,0.1345626999391243,,,,,,,,,,,,3,11,56,5,,,,,28.750878700055182,,28.737299900036305,28.750878700055182,28.750878700055182,28.884619100019336,2.8,0.1345626999391243,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Pastry,57,12,3,2.8,0.23306500003673136,,,,,,,,,,,,3,12,57,9,,,,,28.899917200091295,,28.88612020004075,28.899917200091295,28.899917200091295,29.134484100039117,2.8,0.23306500003673136,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Chart,58,13,3,2.8,0.23544839990790933,,,,,,,,,,,,3,13,58,6,,,,,29.15021270001307,,29.13598570006434,29.15021270001307,29.15021270001307,29.384322500089183,2.8,0.23544839990790933,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
phone,59,14,3,2.8,0.19770710007287562,,,,,,,,,,,,3,14,59,2,,,,,29.400454699993134,,29.3858047000831,29.400454699993134,29.400454699993134,29.602171900100075,2.8,0.19770710007287562,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Cruise,60,0,4,2.8,0.1818894000025466,,,,,,,,,,,,4,0,60,11,,,,,29.61686519999057,,29.60385790001601,29.61686519999057,29.61686519999057,29.801308099995367,2.8,0.1818894000025466,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
cushion,61,1,4,2.13,1.2595344999572262,,,,,,,,,,,,4,1,61,1,,,,,29.817074400023557,,29.80280840001069,29.817074400023557,29.817074400023557,31.080450400011614,2.13,1.2595344999572262,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Chart,62,2,4,2.13,0.19782959995791316,,,,,,,,,,,,4,2,62,6,,,,,31.10715930000879,,31.081973700085655,31.10715930000879,31.10715930000879,31.292899699998088,2.13,0.19782959995791316,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
mouse,63,3,4,2.13,0.16678509989287704,,,,,,,,,,,,4,3,63,8,,,,,31.30821000004653,,31.294378000078723,31.30821000004653,31.30821000004653,31.475937100010924,2.13,0.16678509989287704,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
T-shirt,64,4,4,2.13,0.38348099996801466,,,,,,,,,,,,4,4,64,7,,,,,31.491211600019597,,31.477429500082508,31.491211600019597,31.491211600019597,31.876197000034153,2.13,0.38348099996801466,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
board,65,5,4,2.13,0.20182369998656213,,,,,,,,,,,,4,5,65,4,,,,,31.891717600054108,,31.877672400092706,31.891717600054108,31.891717600054108,32.09434860001784,2.13,0.20182369998656213,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Keys,66,6,4,2.13,0.19020159996580333,,,,,,,,,,,,4,6,66,13,,,,,32.108390400069766,,32.09589810005855,32.108390400069766,32.108390400069766,32.307859800057486,2.13,0.19020159996580333,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Pastry,67,7,4,2.13,0.20415809995029122,,,,,,,,,,,,4,7,67,9,,,,,32.32541270006914,,32.309307000017725,32.32541270006914,32.32541270006914,32.5275109000504,2.13,0.20415809995029122,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
phone,68,8,4,2.13,0.2651173999765888,,,,,,,,,,,,4,8,68,2,,,,,32.54192160000093,,32.528990100021474,32.54192160000093,32.54192160000093,32.81032510008663,2.13,0.2651173999765888,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
book,69,9,4,2.13,0.16605509992223233,,,,,,,,,,,,4,9,69,0,,,,,32.8247520000441,,32.811757200048305,32.8247520000441,32.8247520000441,32.99320600007195,2.13,0.16605509992223233,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
Laptop,70,10,4,2.13,0.1670701999682933,,,,,,,,,,,,4,10,70,5,,,,,33.00818620005157,,32.99471340002492,33.00818620005157,33.00818620005157,33.177619100082666,2.13,0.1670701999682933,,,,,,,,,,,,,,,Participant 01,001,2025-10-16_17h51.32.797,Word Priming Experiment,,2025.1.1,120.23349343055776,2025-10-16 17h51.46.329826 +0530,
